app_id,app_name,app_os_platform,review,created_date,star_rating
9,MyHRMIS Mobile,Android,mana nk downloadnya??????,2024-03-10 23:03:53,1
9,MyHRMIS Mobile,Android,lembabbbb sungguh,2024-03-11 01:05:06,1
9,MyHRMIS Mobile,Android,password btol da tapi xlepas masuk..bila buka hrmis web bole je..,2024-03-14 09:49:49,1
9,MyHRMIS Mobile,Android,mana nak download myhrmis??,2024-03-14 13:54:15,1
9,MyHRMIS Mobile,Huawei,Mohon segerakan update. ,2024-03-15 09:38:17,1
9,MyHRMIS Mobile,Android,,2024-03-17 07:26:01,1
9,MyHRMIS Mobile,Android,Tak boleh sing in app cuti... ,2024-03-18 17:00:37,1
9,MyHRMIS Mobile,Android,bukan .apk tu virus ke?risau plak nk download...,2024-03-21 03:06:43,1
9,MyHRMIS Mobile,Android,"X boleh pun download..keluar file APK
Sblm ni mmg guna myhrmis mobile..tp bila nak guna td,dah x boleh..pastu uninstall..nk install balik dah xde dlm play store

",2024-03-28 17:18:46,1
9,MyHRMIS Mobile,Android,Maaf.. Kenapa hrmis xboleh masuk ke ruangan apply cuti? Lame beno loading.. Mane mauuunyeee rope ini.. ,2024-03-29 10:21:59,2
9,MyHRMIS Mobile,NULL,tak boleh download  langsung...jangan la menyusahkan pengguna lain...benda nak cepat jadi lambat..tak membantu langsung,2024-04-01 12:16:16,1
9,MyHRMIS Mobile,Android,x blh nak download..ni bkn menyenangkan tp menyusahkan lagi pengguna...,2024-04-01 12:37:19,1
9,MyHRMIS Mobile,Android,,2024-04-02 12:03:30,1
9,MyHRMIS Mobile,Android,Bila klik link file apk yang keluar untuk download ..apps takde dalam Google Playstore ...pening punya programmer ,2024-04-03 12:50:04,1
9,MyHRMIS Mobile,Android,tolong beri pencerahan ..bagaimana?,2024-04-05 06:18:52,1
9,MyHRMIS Mobile,Android,Mcm mana nk download.. ,2024-04-05 19:20:12,1
9,MyHRMIS Mobile,Android,Tak boleh download HRMIS mobile app!! Menyusahkan! dah la kena daftar GAMMA!,2024-04-10 22:25:58,1
9,MyHRMIS Mobile,NULL,"
Apps bodoh..buat tapi tak boleh nak download myhrmis cuti, menyusahkan penjawat awam nk mohon cuti, kerajaan ambil tindakan cepat",2024-04-16 15:43:17,-1
9,MyHRMIS Mobile,Android,"Apps yang menyusahkan. Ada, tpi x boleh buat ap². Perhiasan je k?Bila nak selesai ni.. dah lama dah masalah ni. Jabatan sekarang memang tekankan & wajibkan HRMIS.. Kalau ad apps, ingat mudah la kalau ",2024-04-23 08:24:17,1
9,MyHRMIS Mobile,Android,macam mana nak download ,2024-04-28 21:33:11,1
9,MyHRMIS Mobile,Android,"Menyusahkan. Dh dftr GAMMA, nak download HRMIS x boleh pula. Someone or somebody please explain.
Why? Why? Why?",2024-05-01 09:12:12,1
9,MyHRMIS Mobile,Android,HR suruh download dari sini dah install payah pula nak download,2024-05-01 15:44:21,1
9,MyHRMIS Mobile,Android,"Kenapa HRMIS Mobile dah tak ada dalam Google Play Store ? Bila pakai file APK ni rasa ragu ragu, takut virus je. ",2024-05-02 16:09:50,3
9,MyHRMIS Mobile,Android,Nape hrmis terus hilang dr radar? Makin kelaut ,2024-05-02 22:26:38,1
9,MyHRMIS Mobile,Android,Terbaik,2024-05-04 16:39:59,5
9,MyHRMIS Mobile,Android,awat kena download apk dulu bukan auto install?  nampak 'murah'.,2024-05-06 07:11:35,1
9,MyHRMIS Mobile,Android,"Kenapa kena fail apk pula, makin banyak step la, org mau install hrmis ja.",2024-05-06 09:58:40,1
9,MyHRMIS Mobile,iOS,"Salam Admin
Saya ada masalah untuk masuk dlm MyHrmis Mobile ni.  Semalam ok je... tapi sekarang kena masuk menggunakan Mydigital ID. kenapa perlu semua tu. Mydigital ID dah isi tapi kena daftar ke kio",2024-05-30 07:12:18,2
9,MyHRMIS Mobile,Android,Tak boleh update guna Playstore. Terpaksa uninstall dan Tak boleh muat turun melalui GAMMA. Emel support helpdesk_hrmis@jpa.gov.my juga tak wujud. Macam mana ni? Bukan semakin mesra pengguna tetapi me,2024-05-31 11:47:33,1
9,MyHRMIS Mobile,Android,Sangat sangat sangat menyusahkan#$&&@,2024-06-07 13:54:25,1
9,MyHRMIS Mobile,Android,sangat menyusahkan,2024-06-12 18:58:07,1
9,MyHRMIS Mobile,Android,sistem tak boleh backup data untuk kemaskini yg trbaru,2024-06-13 18:53:35,1
9,MyHRMIS Mobile,Android,sangat menyusahkan tidak sesuai langsung,2024-07-11 11:16:53,1
9,MyHRMIS Mobile,Android,"pengguna pula yang diblok di luar aplikasi, langsung tidak dapat berurusan dengan mobile, tempat kami mana ada QR kiosk?? dah daftar online juga masih x dpt login......",2024-07-15 19:23:36,1
9,MyHRMIS Mobile,iOS,gagal akses. sangat tidak mesra pengguna,2024-07-17 11:58:58,1
9,MyHRMIS Mobile,Android,berapa kali nak kena tukar password. dh masuk yang betul. tk boleh masuk juga. menyusahkan,2024-10-15 10:57:54,1
9,MyHRMIS Mobile,Android,Langsung tak boleh log in,2024-10-16 21:14:54,1
9,MyHRMIS Mobile,iOS,"tak boleh login.. cubaan ke empat ratus lapan puluh satu, masih belum boleh login.. ",2025-01-29 00:22:09,1
9,MyHRMIS Mobile,Android,"Tekan ""Muat Turun Di Sini"", tak dapat Muat Turun. Kami diarahkan (dipaksakan) Muat Turun dan guna alpikasi ini, tapi sebenarnya tak boleh guna. ",2025-02-04 10:30:39,1
9,MyHRMIS Mobile,Android,"Mengapa saya tekan muat turun,ia terus masuk akaun bank saya?!Rasanya macam kena""scammer""!",2025-02-05 19:42:27,1
9,MyHRMIS Mobile,Android,xboleh nak log masuk..keluar suruh update jer.dah byk kali restarted HP..dah banyak kali install & uninstall..masih x boleh nak log in..,2026-01-07 17:10:03,1
9,MyHRMIS Mobile,Android,"gagal untuk login selepas updated, tertera versi 0, android ver 12 oppo a93
https://drive.google.com/file/d/1LNVh1ZCLAlqgaW_SSn6mh7d6245YRrEA/view?usp=drivesdk",2026-01-08 06:55:13,1
9,MyHRMIS Mobile,Android,SETELAH UPDATED TAK BOLEH LOGIN. KELUAR MASUK ASYIK SURUH UPDATED SISTEM. BERATUS KALI SAMA SAJA. MENYUSAHKAN ,2026-01-08 13:42:06,1
9,MyHRMIS Mobile,Android,aplikasi yg menyusahkan pengguna...asyik nk suruh update lps tu x bole nk log in....kalau rs2 x bole buat aplikasi tak payah buat...mmg menyusahkan je...,2026-01-20 22:35:51,1
9,MyHRMIS Mobile,iOS,Lps update trus xboleh nk log in..menyusahkan..asyk suruh daftar je..bila dftar semua salah,2026-03-12 16:59:56,1
15,myJakim,Android,Helpful...,2015-06-25 16:08:45,4
19,mySPAD,Android,inisiatif yang baik!!,2016-06-02 12:24:25,5
19,mySPAD,iOS,,2021-07-16 05:46:19,5
21,myHealth,Android,i like,2015-03-26 16:19:41,5
21,myHealth,Android,ok..keep it up,2015-03-26 16:35:52,3
21,myHealth,Android,OK success!,2015-03-26 17:34:48,5
23,myKPDNKK,Android,inisiatif yang baik kepada rakyat,2016-06-02 12:25:16,5
27,1MOCC@Labuan,Android,,2016-08-12 11:28:23,4
29,SELAWAT,Android,,2015-10-13 18:38:46,3
35,myCuaca,iOS,Good app for Malaysia weather forecast.,2016-02-12 10:25:43,5
35,myCuaca,Android,Very easy to access. Keep it up.,2017-12-06 15:50:49,5
35,myCuaca,Android,"Fantastic information provider regard to Malaysia weather. The forecast area include tourist places, it will benefit the tourist too. Suggest to make it accessible from outside Malaysia too.",2017-12-06 15:56:40,5
35,myCuaca,iOS,Great weather app! love it <3,2017-12-06 16:24:49,5
35,myCuaca,iOS,U will not regret to download this apps. It is much faster compare to their web.,2017-12-06 16:38:54,3
35,myCuaca,Android,"I hate raining when i go out. But the radar realy help me a lot. If u could provide the better radar pic, i will give u 5 ⭐️.",2017-12-06 18:42:33,4
35,myCuaca,Android,Membantu perancangan semasa perjalanan untuk menghadapi keadaan cuaca yang tidak menentu....,2017-12-06 21:05:11,4
35,myCuaca,Android,Sangat membantu perancangan perjalanan harian,2017-12-06 21:51:23,5
35,myCuaca,Android,"GPS current location kadang2 xtepat.. Ke GPS phone yg problem... Perlukan maklumat cuaca, disinilah tempatnya selain web. Ayok ayok metmalaysia..",2017-12-06 22:33:17,5
35,myCuaca,Android,"App myCuaca untuk Android apakah lagi dikeluarkan dari Play Store?
Saya sudah cari dan menggunakan link yang di atas tapi not available. Untuk iOS masih ada.
This App need to be ever ready dan perlu",2022-10-03 11:31:30,1
43,1AKSES,Android,,2015-04-29 13:57:56,5
45,Melaka Response,Android,kemudahan yang bagus,2015-08-28 09:49:03,5
47,MyRaja,Android,cantik,2015-06-25 16:10:14,4
49,Harga Getah,Android,"best, user-friendly",2020-07-07 15:16:28,4
51,MyHRMIS eGL,Android,usefull,2015-06-25 16:08:31,5
51,MyHRMIS eGL,Android,Bagus..,2015-06-25 16:12:04,4
51,MyHRMIS eGL,Android,tahniah..lebih mudah,2015-08-26 11:05:34,5
51,MyHRMIS eGL,Android,Very good apps,2015-10-08 09:31:44,5
51,MyHRMIS eGL,Android,5 bintang gitu!,2015-10-08 09:33:05,5
51,MyHRMIS eGL,Android,egl banyak membantu. terbaik,2015-10-08 09:40:03,5
51,MyHRMIS eGL,Android,Mudah di mana2.... Terbaik...,2015-10-08 09:59:14,5
51,MyHRMIS eGL,Android,terbaik !!!!,2015-10-08 10:01:38,5
55,GovDirec,iOS,bagus,2015-06-25 16:11:51,5
55,GovDirec,iOS,,2016-01-13 04:27:59,5
57,iMonitor,Android,More much better today but Android Phone Moreover​ With Windows or Apple,2017-05-16 17:33:39,5
59,GPKI Mobile,Android,aplikasi GPKI ini sudah boleh di install dalam tablet Xiaomi pad 6 pro. Terima kasih developer.,2025-05-07 10:24:02,5
69,SKUAD ANTIDADAH,Windows,,2015-09-01 16:49:08,3
73,Mobile JPN,Android,Kemudahan yang baik untuk rakyat.,2015-08-28 09:48:10,5
73,Mobile JPN,Android,Kerajaan berkebajikan rakyat sejastera,2017-04-27 11:37:12,5
73,Mobile JPN,Android,,2017-05-21 11:22:19,5
73,Mobile JPN,Windows,Assalamualaikum?,2018-04-09 15:30:00,3
73,Mobile JPN,Android,,2019-06-08 23:17:07,5
75,DocDx,Android,,2022-04-30 17:35:29,-1
75,DocDx,Android,My history health diagnosis,2022-04-30 17:36:49,-1
77,GAMMA.my,Android,Good initiative..,2015-08-28 09:49:47,5
77,GAMMA.my,Android,terbaik!!!,2015-10-08 09:26:37,5
77,GAMMA.my,Android,Good initiative!!!,2015-10-08 09:37:15,5
77,GAMMA.my,Android,Menarik. good initiative,2015-10-08 09:42:36,5
77,GAMMA.my,Android,Well done. A good idea.,2015-10-08 09:45:12,5
77,GAMMA.my,Android,interesting,2015-10-08 10:18:47,5
77,GAMMA.my,Android,good idea.,2015-10-08 10:21:21,5
77,GAMMA.my,Android,Interesting.  Well done...,2015-10-08 10:49:07,5
77,GAMMA.my,Android,Very informative...,2015-10-08 10:50:55,5
77,GAMMA.my,Android,,2015-10-09 14:57:35,5
77,GAMMA.my,Windows,Cool,2015-12-16 00:05:33,5
77,GAMMA.my,iOS,,2015-12-30 22:33:00,5
77,GAMMA.my,Android,The best way to get govt related services apps..small footprint & practical,2016-03-25 10:56:03,5
77,GAMMA.my,Android,Good initiative,2016-04-26 12:14:26,5
77,GAMMA.my,Android,Good product mampu..kipidap!,2016-04-29 09:32:19,5
77,GAMMA.my,Android,,2016-09-24 15:51:13,5
77,GAMMA.my,Android,,2017-01-05 04:48:16,5
77,GAMMA.my,Android,,2017-02-15 23:48:33,5
77,GAMMA.my,Android,,2017-05-06 05:07:49,5
77,GAMMA.my,Android,មួយលាននឹក មួយលានសុំទោស,2018-10-26 16:54:19,1
77,GAMMA.my,Android,Updated!,2021-01-09 08:24:55,4
77,GAMMA.my,iOS,,2021-07-16 06:08:19,5
77,GAMMA.my,Android,saya nak buat temujanji klinik kesihatan,2022-02-18 11:38:21,5
77,GAMMA.my,Android,terbaik..cuma sistem penerangan kurang memuaskan dan juga terma dan syarat juga kurang memuaskan..sesetengah app tak berfungsi sepenuhnya..disebabkan androids pengguna ataupun peyimpanan data system t,2022-11-23 19:12:22,3
77,GAMMA.my,Android,nak temujanji ,2023-03-15 18:54:19,5
77,GAMMA.my,Android,,2023-04-18 11:34:35,3
77,GAMMA.my,Android,,2023-09-25 17:23:03,4
77,GAMMA.my,Android,bagus,2023-12-05 11:56:37,4
77,GAMMA.my,Android,terbaik,2024-01-31 14:11:40,5
77,GAMMA.my,iOS,,2024-04-29 07:13:56,5
77,GAMMA.my,Android,baik,2024-05-21 15:55:57,5
77,GAMMA.my,Android,ASSALAMUALAIKUM,2024-08-01 00:50:57,5
77,GAMMA.my,Android,Mantap! ,2024-10-25 20:06:18,5
77,GAMMA.my,Android,,2024-12-10 01:43:37,5
77,GAMMA.my,Android,Terbaik,2025-01-12 12:29:29,4
77,GAMMA.my,iOS,,2025-02-28 18:54:06,5
77,GAMMA.my,Android,,2025-08-20 15:52:59,3
77,GAMMA.my,Android,,2025-11-28 19:04:04,5
77,GAMMA.my,Android,,2026-04-13 22:32:26,1
79,Info KKTM/IKM,Android,,2015-10-05 10:53:02,5
79,Info KKTM/IKM,Android,gooood apps!,2015-10-05 10:53:49,5
83,myPUSPANITA,Android,sangat menarik... boleh ditambahbaik,2015-10-08 08:14:47,5
83,myPUSPANITA,Android,Amat menarik,2015-10-08 09:22:24,5
83,myPUSPANITA,Android,TERBAIK!!!,2015-10-08 09:24:58,5
83,myPUSPANITA,Android,view yang menarik dan berguna...,2015-10-08 09:27:49,5
83,myPUSPANITA,Android,Terbaiklah PUSPANITA!,2015-10-08 09:37:54,5
83,myPUSPANITA,Android,sangat menarik,2015-10-08 10:38:06,5
85,Weekly Bulletin,Android,Bagus dan banyak membantu,2015-12-18 16:02:48,4
87,PrihatinKPKT,Android,,2015-10-26 13:56:57,4
87,PrihatinKPKT,Android,,2015-10-26 16:27:57,5
89,i-Kepoh,Android,,2015-10-27 17:03:43,5
93,KEDAH,iOS,Very informative,2016-04-14 10:41:19,5
93,KEDAH,iOS,Very good apps. Just need to improve on employee directory. Need to update the information on recent department where the employee work.,2017-07-04 09:07:00,5
93,KEDAH,Android,Very interesting mobile apps. Just need update Portal News in the KedahApps,2017-07-04 10:07:36,5
93,KEDAH,iOS,Nice apps. It give me information about place of interest in Alor Setar. Can be improve by adding more place of interest in Kedah,2017-07-04 10:52:16,5
105,mySPAv2,Android,mudah dan cepat..,2016-08-12 10:10:30,5
105,mySPAv2,iOS,Memang Terbaikkk,2017-06-27 09:58:23,5
107,eLesen Perikanan 1.0,iOS,,2021-07-09 04:11:40,-1
113,NRE*CIA,Android,asa,2020-08-18 17:53:21,5
115,JPA4U Mobile,Android,"Satu mobile apps yang bagus.. mengumpulkan perkhidmatan, info dan sosial media berkaitan JPA. Terus membangunkan apps-apps yang berguna untuk penjawat awam",2017-04-19 16:26:21,5
123,MARDI Direktori Usahawan,Android,Terbaik,2016-05-26 13:03:29,5
143,MARDI Penternakan Ayam Kampung,Android,Ayam bermacam ayam,2017-10-03 19:51:44,5
165,m-PQ,Android,,2023-03-30 06:43:53,5
167,CAMS AGC,iOS,,2016-08-12 11:35:28,5
171,AppSejahtera,Android,Terbaik!!..usaha yg baik utk memudahkan org ramai terutamanya rakyat P.Pinang..keep it up,2016-03-25 10:57:29,5
173,EPSM CLICKS,Android,Amat membantu dalam pengendalian latihan agensi.,2016-02-21 10:15:02,5
177,MyProcurement,Android,Excellent!,2016-02-16 13:19:55,5
177,MyProcurement,Android,,2016-02-17 22:51:52,5
179,EPSM CLICKS PENYELARAS,Android,Penyelaras latihan dapat mengesahkan kehadiran kursus pegawai hanya dengan satu klik!,2016-02-21 10:16:44,5
183,MACCMobile,Android,,2016-03-11 10:05:15,5
183,MACCMobile,Android,,2016-03-23 08:40:04,5
183,MACCMobile,Android,"Assalamualaikum,disini saya ingin bertanya jika laporan yg saya buat ,adakah mengambil masa yg lama",2025-05-09 05:55:50,4
185,myMQR,Android,App yang sangat berguna sbg sumber rujukan calon2 pendidikan tinggi..tahniah MQA,2016-03-25 10:52:55,5
185,myMQR,iOS,,2021-07-16 06:19:29,5
185,myMQR,Android,aplikasi tidak diperbaharui dan tidak menyokong pada telefon android terkini seperti android 13 ke atas.,2026-04-13 22:00:18,1
191,eTukarBukanGuru,Windows,Cant understand what ur website want ??,2016-05-24 15:29:35,1
193,myMOTAC,Android,Inisiatif yang bagus oleh MOTAC untuk menyalurkan info kepada orang ramai yang ingin melancong,2016-06-02 11:31:16,5
195,KWP Pocket Dir,iOS,Excellent,2016-04-16 00:04:44,5
197,eKehadiran Murid,Android,,2016-05-18 09:16:58,3
197,eKehadiran Murid,Android,,2019-11-05 13:00:10,2
197,eKehadiran Murid,iOS,,2021-07-16 05:43:48,1
197,eKehadiran Murid,iOS,Saya belajar sendiri untuk cari bahan rujukan sebelum SPM 2017,2021-07-16 06:18:30,5
197,eKehadiran Murid,iOS,"Saya pergi kelas tuisyen seperti fizik,kimia,add math,math. Sejarah,Moral dan BM,BI saya belajar sendiri sebelum SPM 2017",2021-07-16 06:27:58,5
197,eKehadiran Murid,iOS,Saya pergi tuisyen seperti prinsip perakauanan,2021-07-16 06:29:45,5
197,eKehadiran Murid,iOS,Kertas 3 Prinsip Perakaunan saya buat sendiri melalui Excel dan Word document,2021-07-16 06:30:29,5
197,eKehadiran Murid,iOS,Pendidikan Moral kerja kursus saya buat senditri dan bahan rujukan melalui internet,2021-07-16 06:31:27,5
199,MyHargaTani,Android,Apps yang bagus untuk mengetahui harga pasaran produk-produk pertanian dibawah seliaan FAMA,2016-04-26 12:50:03,5
199,MyHargaTani,iOS,Good for checking latest prices. Congrats FAMA!,2016-05-30 11:34:16,5
199,MyHargaTani,Android,,2017-12-17 04:44:17,5
199,MyHargaTani,Android,Always stuck.. Damn.. So late to get new price and nothing have any upgrades...,2018-06-30 19:06:17,1
209,iDengue,Android,,2016-08-12 11:36:03,5
213,Carian Istilah,Android,Aplikasi  yang mudah untuk mencari istilah BM yang tepat,2016-06-02 15:09:28,5
217,MySWCorp,Android,Aplikasi yang berguna kepada masyarakat berkaitan perkhidmatan SWCorp..,2016-06-02 11:25:45,5
217,MySWCorp,iOS,"Bagus, sangat membantu bagi pencarian maklumat",2016-07-28 14:51:47,5
219,Buletin MAMPU,Android,,2016-08-12 10:51:18,4
219,Buletin MAMPU,iOS,,2016-08-12 11:01:26,4
223,Rakyat Responz,Android,Very helpful app to channel opinions directly to government agencies!,2016-05-25 11:04:53,5
223,Rakyat Responz,Android,The best medium to send complaints directly to the appropriate agencies ( feds and states ). Fast and reliable.,2016-10-05 19:24:08,5
225,PKB Publication,Android,terbaikkk,2016-05-27 12:20:41,5
227,Semak Aset PKB,Android,,2016-05-27 12:21:15,5
229,VSP,Android,Saluran baru untuk perkongsian maklumat dan bekerjasama dengan PDRM dalam usaha mencegah jenayah..inisiatif yang bermanfaat,2016-06-02 10:39:54,5
229,VSP,Android,aplikasi yang sgt bermanfaat,2016-08-11 16:54:09,5
229,VSP,iOS,When would the App be ready for download ?,2017-03-24 21:03:26,5
229,VSP,iOS,VSP versi iOS telah boleh dimuat turun dan masalah TAC telahpun diselesaikan.  Terima kasih kerana menyokong inisiatif ini.,2017-04-05 16:26:05,5
229,VSP,Android,Terbaik,2017-04-15 07:52:50,5
229,VSP,Android,Great apps.. pray it will be very useful against unlawful crimes etc. TAC within 3sec!!!,2017-04-27 16:43:25,5
229,VSP,Android,Tq to protect use,2018-03-03 09:20:46,5
229,VSP,Android,Good Apps!!,2020-04-10 10:05:06,5
229,VSP,Android,"Buat masa sekarang (3.6.2021, 0920), notis 'server tidak bertindak balas' masih muncul pada layar hadapan apabila setiap kali aplikasi diakses. Tolong periksa aplikasi VSP dengan kadar segera supaya i",2021-06-03 09:24:30,2
229,VSP,Android,Not updated since 2017.  No servers found. ,2021-07-03 09:26:05,1
233,Hubungi PDC,iOS,,2016-08-12 11:12:45,4
249,PgGOV Sukan,Android,,2016-08-12 11:28:54,5
253,MyHRMIS Self Check,Android,,2016-08-12 11:34:50,5
255,PgGov Penang State Muzium,Android,good job,2016-08-12 10:30:36,5
257,1MTC,Android,Mudah digunakan..,2016-08-12 09:53:21,5
257,1MTC,Android,Senang dan pantas apabila membuat semakan tempahan saya tanpa perlu melayari portal 1MTC,2017-06-03 12:58:00,5
261,PgGOV i-Kit ICT,iOS,aplikasi yang amat bermanfaat kepada pengguna,2016-08-12 10:32:27,5
265,PgGOV PBG,iOS,Great info.,2016-09-27 11:27:42,5
265,PgGOV PBG,Windows,sedang mencuba,2017-04-27 09:52:20,3
267,mySPA8i,Android,New version..lets try this,2016-07-19 10:33:09,5
267,mySPA8i,Windows,,2016-07-19 10:33:40,5
267,mySPA8i,Android,Satu langkah awal yang bagus untuk memudahkan permohonan kerja kerajaan..syabass...!!!,2016-07-19 10:40:44,5
267,mySPA8i,Android,Memudahkan permohonan jawatan.,2016-07-19 14:39:57,5
267,mySPA8i,Windows,macam mana hendak install ini,2017-07-10 07:32:29,4
269,KelGov JPS,iOS,,2016-08-12 11:02:43,5
271,PgGov i-JKNPP,Android,,2016-08-12 11:21:55,4
273,PgGovStepJKSNPP,Android,,2016-08-12 11:22:41,4
275,iKeTTHA,Android,,2016-08-11 16:53:22,5
277,myMAINPP,Windows,,2016-08-10 14:04:26,5
