date_reg,type,maker,model,colour,fuel,state
2000-01-02,jip,Ford,Courier,grey,greendiesel,Terengganu
2000-01-02,pick_up,Ford,Ranger,yellow,greendiesel,Terengganu
2000-01-02,motokar,Honda,Civic,green,petrol,Kelantan
2000-01-02,jip,Mitsubishi,Pajero,maroon,petrol,Terengganu
2000-01-02,motokar_pelbagai_utiliti,Mitsubishi,Space,red,petrol,Kedah
2000-01-02,motokar,Nissan,Sentra,white,petrol,Kedah
2000-01-02,motokar,Nissan,Sentra,red,petrol,Terengganu
2000-01-02,window_van,Nissan,Serena,green,petrol,Terengganu
2000-01-02,window_van,Nissan,Vanette,purple,petrol,Kedah
2000-01-02,motokar,Perodua,Kancil,silver,petrol,Kedah
2000-01-02,motokar,Perodua,Kancil,blue,petrol,Kedah
2000-01-02,motokar,Perodua,Kancil,gold,petrol,Kedah
2000-01-02,motokar,Perodua,Kancil,white,petrol,Kedah
2000-01-02,motokar,Perodua,Kancil,silver,petrol,Kedah
2000-01-02,motokar,Perodua,Kancil,gold,petrol,Kedah
2000-01-02,motokar,Perodua,Kancil,gold,petrol,Terengganu
2000-01-02,motokar,Perodua,Kancil,green,petrol,Kedah
2000-01-02,motokar,Perodua,Kancil,blue,petrol,Terengganu
2000-01-02,motokar,Perodua,Kancil,silver,petrol,Kelantan
2000-01-02,motokar,Perodua,Kancil,silver,petrol,Kelantan
2000-01-02,motokar,Perodua,Kancil,blue,petrol,Kelantan
2000-01-02,motokar,Perodua,Kancil,green,petrol,Kelantan
2000-01-02,motokar,Perodua,Kancil,green,petrol,Kelantan
2000-01-02,motokar,Perodua,Kancil,blue,petrol,Kelantan
2000-01-02,motokar,Perodua,Kancil,silver,petrol,Kelantan
2000-01-02,motokar,Perodua,Kancil,blue,petrol,Kelantan
2000-01-02,motokar,Perodua,Kancil,blue,petrol,Kelantan
2000-01-02,motokar,Perodua,Kancil,silver,petrol,Kelantan
2000-01-02,motokar,Perodua,Kancil,white,petrol,Kelantan
2000-01-02,motokar,Perodua,Kancil,green,petrol,Kelantan
2000-01-02,motokar,Perodua,Kancil,silver,petrol,Kelantan
2000-01-02,jip,Perodua,Kembara,silver,petrol,Terengganu
2000-01-02,motokar,Proton,Iswara,grey,petrol,Terengganu
2000-01-02,motokar,Proton,Iswara,green,petrol,Kedah
2000-01-02,motokar,Proton,Iswara,grey,petrol,Terengganu
2000-01-02,motokar,Proton,Iswara,grey,petrol,Terengganu
2000-01-02,motokar,Proton,Iswara,grey,petrol,Kedah
2000-01-02,motokar,Proton,Iswara,green,petrol,Terengganu
2000-01-02,motokar,Proton,Iswara,grey,petrol,Kedah
2000-01-02,motokar,Proton,Iswara,white,petrol,Kedah
2000-01-02,motokar,Proton,Iswara,green,petrol,Terengganu
2000-01-02,motokar,Proton,Iswara,grey,petrol,Kedah
2000-01-02,motokar,Proton,Iswara,silver,petrol,Kedah
2000-01-02,motokar,Proton,Iswara,white,petrol,Kelantan
2000-01-02,motokar,Proton,Iswara,red,petrol,Kedah
2000-01-02,motokar,Proton,Iswara,grey,petrol,Terengganu
2000-01-02,motokar,Proton,Iswara,grey,petrol,Kelantan
2000-01-02,motokar,Proton,Iswara,grey,petrol,Kelantan
2000-01-02,motokar,Proton,Iswara,green,petrol,Kelantan
2000-01-02,motokar,Proton,Iswara,grey,petrol,Kelantan
2000-01-02,motokar,Proton,Iswara,green,petrol,Kelantan
2000-01-02,motokar,Proton,Iswara,grey,petrol,Kelantan
2000-01-02,motokar,Proton,Iswara,grey,petrol,Kelantan
2000-01-02,motokar,Proton,Iswara,grey,petrol,Terengganu
2000-01-02,motokar,Proton,Iswara,green,petrol,Kelantan
2000-01-02,motokar,Proton,Iswara,white,petrol,Kelantan
2000-01-02,motokar,Proton,Iswara,grey,petrol,Kelantan
2000-01-02,motokar,Proton,Iswara,grey,petrol,Kelantan
2000-01-02,motokar,Proton,Satria,silver,petrol,Kelantan
2000-01-02,motokar,Proton,Wira,silver,petrol,Kelantan
2000-01-02,motokar,Proton,Wira,grey,petrol,Terengganu
2000-01-02,motokar,Proton,Wira,grey,petrol,Terengganu
2000-01-02,motokar,Proton,Wira,silver,petrol,Kelantan
2000-01-02,motokar,Proton,Wira,maroon,petrol,Kedah
2000-01-02,motokar,Proton,Wira,grey,petrol,Kelantan
2000-01-02,motokar,Proton,Wira,green,petrol,Kedah
2000-01-02,motokar,Proton,Wira,grey,petrol,Kedah
2000-01-02,motokar,Proton,Wira,grey,petrol,Terengganu
2000-01-02,motokar,Proton,Wira,silver,petrol,Kelantan
2000-01-02,motokar,Proton,Wira,green,petrol,Kelantan
2000-01-02,motokar,Toyota,Corolla,green,petrol,Terengganu
2000-01-03,motokar,Alfa Romeo,156,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Alfa Romeo,156,red,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Alfa Romeo,156,red,petrol,Melaka
2000-01-03,motokar,Alfa Romeo,156,red,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Audi,A6,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,BMW,3 Series,silver,petrol,Pulau Pinang
2000-01-03,motokar,BMW,3 Series,blue,petrol,Johor
2000-01-03,motokar,BMW,3 Series,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,BMW,3 Series,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,BMW,3 Series,silver,petrol,Johor
2000-01-03,motokar,BMW,3 Series,silver,petrol,Melaka
2000-01-03,motokar,BMW,3 Series,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,BMW,3 Series,maroon,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,BMW,3 Series,silver,petrol,Pulau Pinang
2000-01-03,motokar,BMW,3 Series,green,petrol,Pulau Pinang
2000-01-03,motokar,BMW,3 Series,green,petrol,Pulau Pinang
2000-01-03,motokar,BMW,3 Series,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,BMW,3 Series,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,BMW,5 Series,silver,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Citroen,Evasion,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Citroen,Xsara,silver,petrol,Melaka
2000-01-03,motokar,Citroen,Xsara,blue,petrol,Johor
2000-01-03,motokar,Citroen,Xsara,green,petrol,Negeri Sembilan
2000-01-03,motokar,Daihatsu,Charade,red,petrol,W.P. Kuala Lumpur
2000-01-03,pick_up,Ford,Courier,yellow,greendiesel,W.P. Kuala Lumpur
2000-01-03,pick_up,Ford,Courier,blue,greendiesel,Pulau Pinang
2000-01-03,pick_up,Ford,Courier,red,greendiesel,Pulau Pinang
2000-01-03,pick_up,Ford,Ranger,red,diesel,W.P. Kuala Lumpur
2000-01-03,pick_up,Ford,Ranger,yellow,greendiesel,Melaka
2000-01-03,pick_up,Ford,Ranger,yellow,greendiesel,Sarawak
2000-01-03,pick_up,Ford,Courier,blue,diesel,Sarawak
2000-01-03,window_van,Ford,Econovan,blue,petrol,Johor
2000-01-03,window_van,Ford,Econovan,blue,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Ford,Econovan,blue,petrol,Pulau Pinang
2000-01-03,window_van,Ford,Econovan,blue,petrol,Johor
2000-01-03,window_van,Ford,Econovan,pink,petrol,Sabah
2000-01-03,pick_up,Ford,Ranger,red,greendiesel,Sarawak
2000-01-03,motokar,Ford,Telstar,silver,petrol,Pulau Pinang
2000-01-03,window_van,Ford,Transit,blue,greendiesel,Selangor
2000-01-03,window_van,Ford,Transit,blue,greendiesel,Selangor
2000-01-03,window_van,Ford,Transit,blue,greendiesel,Selangor
2000-01-03,pick_up,Ford,Ranger,blue,greendiesel,Sarawak
2000-01-03,motokar,Honda,Accord,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Accord,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Accord,white,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Accord,gold,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Accord,green,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Accord,silver,petrol,Selangor
2000-01-03,motokar,Honda,Accord,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Accord,black,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Accord,silver,petrol,Sabah
2000-01-03,motokar,Honda,Accord,green,petrol_ng,Pulau Pinang
2000-01-03,motokar,Honda,Accord,gold,petrol,Pulau Pinang
2000-01-03,motokar,Honda,City,beige,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,City,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,City,green,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,City,green,petrol,Pulau Pinang
2000-01-03,motokar,Honda,City,gold,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,City,gold,petrol,Selangor
2000-01-03,motokar,Honda,City,gold,petrol,Johor
2000-01-03,motokar,Honda,City,green,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,City,gold,petrol,Pulau Pinang
2000-01-03,motokar,Honda,City,beige,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,City,gold,petrol,Kelantan
2000-01-03,motokar,Honda,City,gold,petrol,Perak
2000-01-03,motokar,Honda,Civic,gold,petrol,Selangor
2000-01-03,motokar,Honda,Civic,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Civic,gold,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Civic,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Civic,gold,petrol,Pahang
2000-01-03,motokar,Honda,Civic,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Civic,gold,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Civic,gold,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Civic,silver,petrol,Pulau Pinang
2000-01-03,motokar,Honda,Civic,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Civic,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Civic,gold,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Civic,silver,petrol,Terengganu
2000-01-03,motokar,Honda,Civic,gold,petrol,Negeri Sembilan
2000-01-03,motokar,Honda,Civic,gold,petrol,Selangor
2000-01-03,motokar,Honda,Civic,silver,petrol,Perak
2000-01-03,motokar,Honda,Civic,white,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Civic,green,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Honda,Civic,blue,petrol,Johor
2000-01-03,motokar,Honda,Civic,silver,petrol,Pulau Pinang
2000-01-03,jip,Honda,CR-V,purple,petrol,Sabah
2000-01-03,jip,Honda,CR-V,silver,petrol,W.P. Kuala Lumpur
2000-01-03,jip,Honda,CR-V,maroon,petrol,W.P. Kuala Lumpur
2000-01-03,jip,Honda,CR-V,red,petrol,Sabah
2000-01-03,jip,Honda,CR-V,green,petrol,Selangor
2000-01-03,jip,Honda,CR-V,black,petrol,Selangor
2000-01-03,jip,Honda,CR-V,blue,petrol,W.P. Kuala Lumpur
2000-01-03,jip,Honda,CR-V,black,petrol,Selangor
2000-01-03,jip,Honda,CR-V,black,petrol,W.P. Kuala Lumpur
2000-01-03,jip,Honda,CR-V,silver,petrol,Johor
2000-01-03,jip,Honda,CR-V,red,petrol,Johor
2000-01-03,jip,Honda,CR-V,white,petrol,Selangor
2000-01-03,jip,Honda,CR-V,silver,petrol,Selangor
2000-01-03,jip,Honda,CR-V,blue,petrol,Selangor
2000-01-03,jip,Isuzu,Invader,silver,greendiesel,Sabah
2000-01-03,jip,Isuzu,Invader,green,greendiesel,Sabah
2000-01-03,jip,Isuzu,Invader,blue,greendiesel,Sabah
2000-01-03,jip,Isuzu,Invader,silver,greendiesel,Sabah
2000-01-03,jip,Isuzu,Invader,white,greendiesel,Sabah
2000-01-03,pick_up,Isuzu,Invader,white,greendiesel,Sarawak
2000-01-03,pick_up,Isuzu,Invader,white,diesel,Pahang
2000-01-03,pick_up,Isuzu,Invader,silver,greendiesel,W.P. Kuala Lumpur
2000-01-03,pick_up,Isuzu,Invader,green,greendiesel,W.P. Kuala Lumpur
2000-01-03,pick_up,Isuzu,Invader,red,greendiesel,Selangor
2000-01-03,pick_up,Isuzu,Invader,silver,greendiesel,Sabah
2000-01-03,pick_up,Isuzu,Invader,silver,greendiesel,Sarawak
2000-01-03,pick_up,Isuzu,Invader,silver,greendiesel,Sabah
2000-01-03,pick_up,Isuzu,Invader,red,greendiesel,Sabah
2000-01-03,jip,Isuzu,Trooper,purple,greendiesel,Sabah
2000-01-03,motokar,Jaguar,S-Type,green,petrol,Johor
2000-01-03,window_van,Kia,Carnival,silver,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Kia,Carnival,blue,petrol_ng,W.P. Kuala Lumpur
2000-01-03,window_van,Kia,Carnival,gold,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Kia,Carnival,silver,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Kia,Carnival,silver,petrol,Johor
2000-01-03,window_van,Kia,Carnival,grey,petrol,Pulau Pinang
2000-01-03,window_van,Mazda,MX-5,green,petrol_ng,W.P. Kuala Lumpur
2000-01-03,window_van,Mazda,E1400,silver,petrol,Melaka
2000-01-03,motokar,Mercedes Benz,E-Class,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,E-Class,green,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,C-Class,white,petrol,Johor
2000-01-03,motokar,Mercedes Benz,C-Class,silver,petrol,Johor
2000-01-03,motokar,Mercedes Benz,C-Class,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,E-Class,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,E-Class,red,petrol,Johor
2000-01-03,motokar,Mercedes Benz,E-Class,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,E-Class,grey,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,E-Class,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,E-Class,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,E-Class,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,E-Class,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,E-Class,gold,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,E-Class,grey,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,E-Class,silver,petrol,Perak
2000-01-03,motokar,Mercedes Benz,E-Class,black,petrol,Perak
2000-01-03,motokar,Mercedes Benz,E-Class,beige,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,E-Class,black,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,E-Class,green,petrol,Pulau Pinang
2000-01-03,motokar,Mercedes Benz,S-Class,black,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Mercedes Benz,S-Class,blue,petrol,W.P. Kuala Lumpur
2000-01-03,jip,Mitsubishi,Pajero,silver,petrol_ng,W.P. Kuala Lumpur
2000-01-03,jip,Mitsubishi,Pajero,silver,petrol,W.P. Kuala Lumpur
2000-01-03,jip,Mitsubishi,Pajero,blue,petrol,W.P. Kuala Lumpur
2000-01-03,jip,Mitsubishi,Pajero,silver,petrol,Johor
2000-01-03,motokar,Nissan,Cefiro,gold,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Nissan,Cefiro,gold,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Nissan,Cefiro,red,petrol,Johor
2000-01-03,motokar,Nissan,Cefiro,green,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Nissan,Cefiro,blue,petrol,Selangor
2000-01-03,motokar,Nissan,Cefiro,black,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Nissan,Cefiro,red,petrol,Johor
2000-01-03,motokar,Nissan,Cefiro,black,petrol,Johor
2000-01-03,motokar,Nissan,Cefiro,red,petrol,Sabah
2000-01-03,motokar,Nissan,Sentra,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Nissan,Sentra,black,petrol,Johor
2000-01-03,motokar,Nissan,Sentra,silver,petrol,Pulau Pinang
2000-01-03,motokar,Nissan,Sentra,silver,petrol,Johor
2000-01-03,motokar,Nissan,Sentra,silver,petrol,Johor
2000-01-03,motokar,Nissan,Sentra,silver,petrol,Melaka
2000-01-03,motokar,Nissan,Sentra,gold,petrol,Pulau Pinang
2000-01-03,motokar,Nissan,Sentra,silver,petrol,Melaka
2000-01-03,motokar,Nissan,Sentra,silver,petrol,Pulau Pinang
2000-01-03,motokar,Nissan,Sentra,gold,petrol,W.P. Labuan
2000-01-03,motokar,Nissan,Sentra,silver,petrol,W.P. Labuan
2000-01-03,window_van,Nissan,Serena,green,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Serena,blue,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Serena,green,petrol,Johor
2000-01-03,window_van,Nissan,Serena,green,petrol,Pulau Pinang
2000-01-03,window_van,Nissan,Serena,green,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Serena,maroon,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Serena,green,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Serena,green,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Serena,green,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Serena,blue,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Serena,blue,petrol,Pulau Pinang
2000-01-03,window_van,Nissan,Serena,silver,petrol,Johor
2000-01-03,jip,Nissan,Terrano,red,petrol,Terengganu
2000-01-03,jip,Nissan,Terrano,red,petrol,Johor
2000-01-03,window_van,Nissan,Vanette,silver,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Vanette,silver,petrol,Johor
2000-01-03,window_van,Nissan,Vanette,silver,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Vanette,white,petrol,Sabah
2000-01-03,window_van,Nissan,Vanette,white,petrol,Kedah
2000-01-03,window_van,Nissan,Vanette,white,petrol,Sarawak
2000-01-03,window_van,Nissan,Vanette,white,petrol,Sarawak
2000-01-03,window_van,Nissan,Vanette,silver,petrol,Johor
2000-01-03,window_van,Nissan,Vanette,silver,petrol,Pulau Pinang
2000-01-03,window_van,Nissan,Vanette,white,petrol,Sarawak
2000-01-03,window_van,Nissan,Vanette,silver,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Vanette,white,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Vanette,silver,petrol,Johor
2000-01-03,window_van,Nissan,Vanette,silver,petrol,Johor
2000-01-03,window_van,Nissan,Vanette,silver,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Vanette,silver,petrol,W.P. Kuala Lumpur
2000-01-03,window_van,Nissan,Vanette,white,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,gold,petrol,Selangor
2000-01-03,motokar,Perodua,Kancil,white,petrol,Kedah
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Kedah
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,gold,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,orange,petrol,Selangor
2000-01-03,motokar,Perodua,Kancil,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,green,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,white,petrol,Selangor
2000-01-03,motokar,Perodua,Kancil,green,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,red,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,yellow,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,green,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Kedah
2000-01-03,motokar,Perodua,Kancil,red,petrol,Selangor
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Kedah
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Selangor
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Kedah
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Kedah
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Melaka
2000-01-03,motokar,Perodua,Kancil,yellow,petrol,Kedah
2000-01-03,motokar,Perodua,Kancil,red,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,green,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,white,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,white,petrol,Selangor
2000-01-03,motokar,Perodua,Kancil,yellow,petrol,Selangor
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,gold,petrol,Selangor
2000-01-03,motokar,Perodua,Kancil,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,gold,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Melaka
2000-01-03,motokar,Perodua,Kancil,green,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,white,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,white,petrol,Sabah
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Kedah
2000-01-03,motokar,Perodua,Kancil,red,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,green,petrol,Melaka
2000-01-03,motokar,Perodua,Kancil,white,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Melaka
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Selangor
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Selangor
2000-01-03,motokar,Perodua,Kancil,green,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,gold,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Pahang
2000-01-03,motokar,Perodua,Kancil,white,petrol,W.P. Labuan
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,green,petrol,Pahang
2000-01-03,motokar,Perodua,Kancil,white,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,white,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,green,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,red,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,green,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,green,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,green,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,red,petrol,Pahang
2000-01-03,motokar,Perodua,Kancil,gold,petrol,Pahang
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Pahang
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,green,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,gold,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Pahang
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,gold,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,white,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Sarawak
2000-01-03,motokar,Perodua,Kancil,gold,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Pahang
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,white,petrol,Pahang
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,white,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,white,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,green,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,green,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Selangor
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Negeri Sembilan
2000-01-03,motokar,Perodua,Kancil,gold,petrol,Johor
2000-01-03,motokar,Perodua,Kancil,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,green,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Selangor
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Sabah
2000-01-03,motokar,Perodua,Kancil,gold,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Selangor
2000-01-03,motokar,Perodua,Kancil,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,gold,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,red,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,purple,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Perak
2000-01-03,motokar,Perodua,Kancil,gold,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,silver,petrol,Pulau Pinang
2000-01-03,motokar,Perodua,Kancil,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,blue,petrol,Pahang
2000-01-03,motokar,Perodua,Kancil,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,silver,petrol,W.P. Kuala Lumpur
2000-01-03,motokar,Perodua,Kancil,blue,petrol,W.P. Kuala Lumpur
