origin,destination,date,ridership
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-01,516
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-02,882
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-03,916
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-04,965
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-05,903
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-06,580
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-07,486
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-08,971
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-09,1103
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-10,1050
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-11,1055
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-12,1011
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-13,704
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-14,542
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-15,1314
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-16,1415
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-17,1450
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-18,1337
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-19,1247
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-20,712
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-21,454
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-22,1289
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-23,1431
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-24,1533
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-25,551
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-26,1254
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-27,759
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-28,455
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-29,1395
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-30,1423
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-01-31,1466
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-01,1365
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-02,1317
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-03,753
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-04,507
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-05,1424
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-06,1520
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-07,1448
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-08,1155
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-09,794
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-10,521
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-11,460
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-12,477
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-13,800
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-14,811
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-15,886
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-16,868
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-17,608
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-18,449
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-19,1340
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-20,1414
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-21,1462
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-22,1484
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-23,1295
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-24,782
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-25,544
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-26,1361
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-27,1412
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-28,1526
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-02-29,1484
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-01,1398
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-02,891
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-03,643
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-04,1435
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-05,1493
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-06,1495
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-07,1519
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-08,1449
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-09,808
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-10,589
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-11,1172
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-12,1177
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-13,1235
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-14,1200
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-15,1084
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-16,690
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-17,506
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-18,1267
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-19,1330
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-20,1345
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-21,1364
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-22,1203
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-23,710
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-24,486
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-25,1155
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-26,1258
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-27,1303
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-28,582
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-29,1208
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-30,679
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-03-31,543
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-01,1160
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-02,1259
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-03,1338
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-04,1326
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-05,1192
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-06,660
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-07,485
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-08,1022
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-09,810
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-10,514
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-11,554
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-12,845
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-13,512
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-14,428
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-15,1090
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-16,1219
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-17,1247
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-18,1296
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-19,1181
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-20,764
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-21,465
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-22,1211
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-23,1237
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-24,1209
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-25,1135
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-26,1154
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-27,425
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-28,533
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-29,1110
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-04-30,1237
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-01,549
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-02,1195
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-03,1084
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-04,640
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-05,438
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-06,1132
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-07,1221
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-08,1314
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-09,1188
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-10,1076
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-11,673
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-12,486
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-13,1168
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-14,1211
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-15,1228
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-16,1209
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-17,1136
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-18,663
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-19,524
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-20,1392
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-21,1502
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-22,545
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-23,1431
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-24,1288
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-25,792
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-26,518
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-27,1420
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-28,1487
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-29,1472
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-30,1404
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-05-31,1262
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-01,768
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-02,489
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-03,565
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-04,1387
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-05,1404
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-06,1328
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-07,1316
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-08,808
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-09,483
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-10,1413
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-11,1370
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-12,1438
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-13,1372
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-14,1231
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-15,828
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-16,505
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-17,554
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-18,1238
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-19,1367
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-20,1361
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-21,1296
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-22,749
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-23,498
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-24,1377
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-25,1459
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-26,1450
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-27,1453
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-28,1340
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-29,774
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-06-30,533
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-01,1432
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-02,1439
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-03,1409
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-04,1386
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-05,1337
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-06,795
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-07,529
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-08,648
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-09,1355
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-10,1371
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-11,1271
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-12,1161
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-13,697
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-14,543
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-15,1379
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-16,1410
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-17,1436
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-18,1399
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-19,1266
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-20,731
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-21,543
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-22,1359
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-23,1473
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-24,1413
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-25,1455
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-26,1274
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-27,792
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-28,454
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-29,1331
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-30,1371
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-07-31,1405
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-01,1342
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-02,1315
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-03,733
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-04,512
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-05,1336
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-06,1386
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-07,1403
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-08,1347
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-09,1248
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-10,743
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-11,480
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-12,1369
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-13,1347
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-14,1374
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-15,1356
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-16,1266
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-17,765
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-18,509
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-19,1235
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-20,1254
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-21,1271
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-22,1276
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-23,1311
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-24,689
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-25,515
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-26,1167
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-27,1201
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-28,1231
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-29,1178
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-30,1160
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-08-31,663
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-01,395
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-02,1067
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-03,804
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-04,1200
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-05,1167
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-06,1141
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-07,697
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-08,608
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-09,1249
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-10,1210
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-11,1241
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-12,1255
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-13,1247
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-14,856
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-15,654
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-16,710
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-17,712
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-18,1554
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-19,1547
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-20,1574
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-21,771
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-22,538
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-23,1543
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-24,1578
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-25,1606
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-26,1584
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-27,1488
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-28,792
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-29,610
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-09-30,1599
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-01,1624
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-02,1683
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-03,1691
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-04,1603
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-05,870
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-06,598
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-07,1606
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-08,1589
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-09,1631
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-10,1663
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-11,1549
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-12,763
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-13,610
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-14,1654
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-15,1625
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-16,1679
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-17,1661
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-18,1469
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-19,792
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-20,565
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-21,1585
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-22,1541
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-23,1572
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-24,1577
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-25,1570
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-26,769
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-27,553
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-28,1399
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-29,1395
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-30,1171
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-10-31,706
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-01,1136
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-02,720
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-03,533
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-04,1466
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-05,1458
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-06,1467
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-07,1525
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-08,1461
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-09,803
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-10,635
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-11,1586
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-12,1533
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-13,1521
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-14,1522
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-15,1440
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-16,811
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-17,574
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-18,1512
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-19,1652
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-20,1604
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-21,1593
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-22,1455
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-23,830
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-24,532
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-25,1515
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-26,1546
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-27,1554
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-28,1610
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-29,1448
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-11-30,841
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-01,616
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-02,1509
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-03,1477
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-04,1488
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-05,1531
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-06,1370
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-07,779
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-08,600
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-09,1531
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-10,1527
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-11,777
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-12,1488
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-13,1327
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-14,832
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-15,605
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-16,1351
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-17,1307
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-18,1311
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-19,1233
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-20,1214
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-21,731
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-22,616
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-23,1039
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-24,985
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-25,585
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-26,873
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-27,841
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-28,633
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-29,441
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-30,892
A0: All Stations,BRT01: Sunway-Setia Jaya,2024-12-31,1177
A0: All Stations,BRT02: Mentari,2024-01-01,483
A0: All Stations,BRT02: Mentari,2024-01-02,812
A0: All Stations,BRT02: Mentari,2024-01-03,1072
A0: All Stations,BRT02: Mentari,2024-01-04,854
A0: All Stations,BRT02: Mentari,2024-01-05,889
A0: All Stations,BRT02: Mentari,2024-01-06,628
A0: All Stations,BRT02: Mentari,2024-01-07,727
A0: All Stations,BRT02: Mentari,2024-01-08,863
A0: All Stations,BRT02: Mentari,2024-01-09,908
A0: All Stations,BRT02: Mentari,2024-01-10,1149
A0: All Stations,BRT02: Mentari,2024-01-11,869
A0: All Stations,BRT02: Mentari,2024-01-12,939
A0: All Stations,BRT02: Mentari,2024-01-13,624
A0: All Stations,BRT02: Mentari,2024-01-14,760
A0: All Stations,BRT02: Mentari,2024-01-15,850
A0: All Stations,BRT02: Mentari,2024-01-16,934
A0: All Stations,BRT02: Mentari,2024-01-17,1153
A0: All Stations,BRT02: Mentari,2024-01-18,905
A0: All Stations,BRT02: Mentari,2024-01-19,940
A0: All Stations,BRT02: Mentari,2024-01-20,686
A0: All Stations,BRT02: Mentari,2024-01-21,741
A0: All Stations,BRT02: Mentari,2024-01-22,858
A0: All Stations,BRT02: Mentari,2024-01-23,964
A0: All Stations,BRT02: Mentari,2024-01-24,1077
A0: All Stations,BRT02: Mentari,2024-01-25,634
A0: All Stations,BRT02: Mentari,2024-01-26,905
A0: All Stations,BRT02: Mentari,2024-01-27,673
A0: All Stations,BRT02: Mentari,2024-01-28,650
A0: All Stations,BRT02: Mentari,2024-01-29,956
A0: All Stations,BRT02: Mentari,2024-01-30,949
A0: All Stations,BRT02: Mentari,2024-01-31,1160
A0: All Stations,BRT02: Mentari,2024-02-01,939
A0: All Stations,BRT02: Mentari,2024-02-02,1014
A0: All Stations,BRT02: Mentari,2024-02-03,776
