date,state,parlimen,dun,income_median,income_mean
2019-01-01,Sarawak,P.197 Kota Samarahan,N.17 Stakan,6074.0,7100.0
2022-01-01,Sarawak,P.197 Kota Samarahan,N.17 Stakan,6060.0,7001.0
2024-01-01,Sarawak,P.197 Kota Samarahan,N.17 Stakan,7513.0,8879.0
2019-01-01,Sarawak,P.198 Puncak Borneo,N.18 Serembu,3396.0,4798.0
2022-01-01,Sarawak,P.198 Puncak Borneo,N.18 Serembu,4158.0,5972.0
2024-01-01,Sarawak,P.198 Puncak Borneo,N.18 Serembu,4797.0,6114.0
2019-01-01,Sarawak,P.198 Puncak Borneo,N.19 Mambong,4374.0,5164.0
2022-01-01,Sarawak,P.198 Puncak Borneo,N.19 Mambong,4360.0,5368.0
2024-01-01,Sarawak,P.198 Puncak Borneo,N.19 Mambong,5217.0,6736.0
2019-01-01,Sarawak,P.198 Puncak Borneo,N.20 Tarat,3502.0,4694.0
2022-01-01,Sarawak,P.198 Puncak Borneo,N.20 Tarat,4022.0,4876.0
2024-01-01,Sarawak,P.198 Puncak Borneo,N.20 Tarat,3544.0,4707.0
2019-01-01,Sarawak,P.199 Serian,N.21 Tebedu,2736.0,3926.0
2022-01-01,Sarawak,P.199 Serian,N.21 Tebedu,2686.0,3934.0
2024-01-01,Sarawak,P.199 Serian,N.21 Tebedu,3207.0,4215.0
2019-01-01,Sarawak,P.199 Serian,N.22 Kedup,2874.0,3380.0
2022-01-01,Sarawak,P.199 Serian,N.22 Kedup,2823.0,3325.0
2024-01-01,Sarawak,P.199 Serian,N.22 Kedup,3400.0,3685.0
2019-01-01,Sarawak,P.199 Serian,N.23 Bukit Semuja,4838.0,6042.0
2022-01-01,Sarawak,P.199 Serian,N.23 Bukit Semuja,4628.0,5766.0
2024-01-01,Sarawak,P.199 Serian,N.23 Bukit Semuja,4674.0,5685.0
2019-01-01,Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,3401.0,4314.0
2022-01-01,Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,3634.0,4059.0
2024-01-01,Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,5030.0,5681.0
2019-01-01,Sarawak,P.200 Batang Sadong,N.25 Simunjan,2988.0,4191.0
2022-01-01,Sarawak,P.200 Batang Sadong,N.25 Simunjan,3599.0,4209.0
2024-01-01,Sarawak,P.200 Batang Sadong,N.25 Simunjan,3663.0,4500.0
2019-01-01,Sarawak,P.200 Batang Sadong,N.26 Gedong,2547.0,3349.0
2022-01-01,Sarawak,P.200 Batang Sadong,N.26 Gedong,3274.0,4523.0
2024-01-01,Sarawak,P.200 Batang Sadong,N.26 Gedong,3118.0,4712.0
2019-01-01,Sarawak,P.201 Batang Lupar,N.27 Sebuyau,2836.0,3901.0
2022-01-01,Sarawak,P.201 Batang Lupar,N.27 Sebuyau,3255.0,3953.0
2024-01-01,Sarawak,P.201 Batang Lupar,N.27 Sebuyau,3151.0,3926.0
2019-01-01,Sarawak,P.201 Batang Lupar,N.28 Lingga,2827.0,3347.0
2022-01-01,Sarawak,P.201 Batang Lupar,N.28 Lingga,2570.0,3281.0
2024-01-01,Sarawak,P.201 Batang Lupar,N.28 Lingga,2799.0,3151.0
2019-01-01,Sarawak,P.201 Batang Lupar,N.29 Beting Maro,2342.0,2770.0
2022-01-01,Sarawak,P.201 Batang Lupar,N.29 Beting Maro,3438.0,3658.0
2024-01-01,Sarawak,P.201 Batang Lupar,N.29 Beting Maro,3578.0,4292.0
2019-01-01,Sarawak,P.202 Sri Aman,N.30 Balai Ringin,2543.0,3301.0
2022-01-01,Sarawak,P.202 Sri Aman,N.30 Balai Ringin,3084.0,3497.0
2024-01-01,Sarawak,P.202 Sri Aman,N.30 Balai Ringin,2655.0,3345.0
2019-01-01,Sarawak,P.202 Sri Aman,N.31 Bukit Begunan,2384.0,2892.0
2022-01-01,Sarawak,P.202 Sri Aman,N.31 Bukit Begunan,2967.0,3319.0
2024-01-01,Sarawak,P.202 Sri Aman,N.31 Bukit Begunan,2833.0,3589.0
2019-01-01,Sarawak,P.202 Sri Aman,N.32 Simanggang,4291.0,5271.0
2022-01-01,Sarawak,P.202 Sri Aman,N.32 Simanggang,4475.0,6185.0
2024-01-01,Sarawak,P.202 Sri Aman,N.32 Simanggang,4162.0,5798.0
2019-01-01,Sarawak,P.203 Lubok Antu,N.33 Engkilili,2634.0,3125.0
2022-01-01,Sarawak,P.203 Lubok Antu,N.33 Engkilili,2513.0,2965.0
2024-01-01,Sarawak,P.203 Lubok Antu,N.33 Engkilili,3265.0,3773.0
2019-01-01,Sarawak,P.203 Lubok Antu,N.34 Batang Ai,3021.0,4314.0
2022-01-01,Sarawak,P.203 Lubok Antu,N.34 Batang Ai,3724.0,4533.0
2024-01-01,Sarawak,P.203 Lubok Antu,N.34 Batang Ai,4638.0,5578.0
2019-01-01,Sarawak,P.204 Betong,N.35 Saribas,2638.0,3359.0
2022-01-01,Sarawak,P.204 Betong,N.35 Saribas,3578.0,4198.0
2024-01-01,Sarawak,P.204 Betong,N.35 Saribas,3959.0,4167.0
2019-01-01,Sarawak,P.204 Betong,N.36 Layar,3763.0,4851.0
2022-01-01,Sarawak,P.204 Betong,N.36 Layar,4235.0,5359.0
2024-01-01,Sarawak,P.204 Betong,N.36 Layar,4741.0,5471.0
2019-01-01,Sarawak,P.204 Betong,N.37 Bukit Saban,2575.0,4073.0
2022-01-01,Sarawak,P.204 Betong,N.37 Bukit Saban,3486.0,4171.0
2024-01-01,Sarawak,P.204 Betong,N.37 Bukit Saban,3329.0,3916.0
2019-01-01,Sarawak,P.205 Saratok,N.38 Kalaka,3735.0,4762.0
2022-01-01,Sarawak,P.205 Saratok,N.38 Kalaka,3783.0,4923.0
2024-01-01,Sarawak,P.205 Saratok,N.38 Kalaka,3674.0,4680.0
2019-01-01,Sarawak,P.205 Saratok,N.39 Krian,2627.0,3511.0
2022-01-01,Sarawak,P.205 Saratok,N.39 Krian,3750.0,4201.0
2024-01-01,Sarawak,P.205 Saratok,N.39 Krian,3396.0,4799.0
2019-01-01,Sarawak,P.205 Saratok,N.40 Kabong,2669.0,3290.0
2022-01-01,Sarawak,P.205 Saratok,N.40 Kabong,3060.0,4011.0
2024-01-01,Sarawak,P.205 Saratok,N.40 Kabong,3159.0,3989.0
2019-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,2995.0,3948.0
2022-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,3494.0,4771.0
2024-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,4282.0,4959.0
2019-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,2964.0,3590.0
2022-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,2711.0,3384.0
2024-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,3800.0,4437.0
2019-01-01,Sarawak,P.207 Igan,N.43 Daro,3234.0,3976.0
2022-01-01,Sarawak,P.207 Igan,N.43 Daro,4000.0,4930.0
2024-01-01,Sarawak,P.207 Igan,N.43 Daro,3355.0,4546.0
2019-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,2709.0,3961.0
2022-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,3210.0,4146.0
2024-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,4317.0,4676.0
2019-01-01,Sarawak,P.208 Sarikei,N.45 Repok,3743.0,5143.0
2022-01-01,Sarawak,P.208 Sarikei,N.45 Repok,4244.0,6319.0
2024-01-01,Sarawak,P.208 Sarikei,N.45 Repok,5162.0,6441.0
2019-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,2779.0,4050.0
2022-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,3019.0,3974.0
2024-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,3540.0,4219.0
2019-01-01,Sarawak,P.209 Julau,N.47 Pakan,2678.0,3166.0
2022-01-01,Sarawak,P.209 Julau,N.47 Pakan,3363.0,3677.0
2024-01-01,Sarawak,P.209 Julau,N.47 Pakan,3631.0,4303.0
2019-01-01,Sarawak,P.209 Julau,N.48 Meluan,2387.0,3524.0
2022-01-01,Sarawak,P.209 Julau,N.48 Meluan,2715.0,3615.0
2024-01-01,Sarawak,P.209 Julau,N.48 Meluan,3264.0,4363.0
2019-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,1940.0,2338.0
2022-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,2566.0,3551.0
2024-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,3161.0,2747.0
2019-01-01,Sarawak,P.210 Kanowit,N.50 Machan,3107.0,4178.0
2022-01-01,Sarawak,P.210 Kanowit,N.50 Machan,2740.0,3873.0
2024-01-01,Sarawak,P.210 Kanowit,N.50 Machan,3782.0,4756.0
2019-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,4013.0,5395.0
2022-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,4247.0,5757.0
2024-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,4808.0,5259.0
2019-01-01,Sarawak,P.211 Lanang,N.52 Dudong,4879.0,5855.0
2022-01-01,Sarawak,P.211 Lanang,N.52 Dudong,5405.0,6573.0
2024-01-01,Sarawak,P.211 Lanang,N.52 Dudong,5454.0,6479.0
2019-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,2589.0,3095.0
2022-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,3317.0,4140.0
2024-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,4254.0,5010.0
2019-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,6380.0,7896.0
2022-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,6357.0,8206.0
2024-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,6580.0,8172.0
2019-01-01,Sarawak,P.212 Sibu,N.55 Nangka,5248.0,6476.0
2022-01-01,Sarawak,P.212 Sibu,N.55 Nangka,5834.0,7263.0
2024-01-01,Sarawak,P.212 Sibu,N.55 Nangka,7103.0,8083.0
2019-01-01,Sarawak,P.213 Mukah,N.56 Dalat,3848.0,5143.0
2022-01-01,Sarawak,P.213 Mukah,N.56 Dalat,4420.0,5115.0
2024-01-01,Sarawak,P.213 Mukah,N.56 Dalat,4289.0,4938.0
2019-01-01,Sarawak,P.213 Mukah,N.57 Tellian,4572.0,5687.0
2022-01-01,Sarawak,P.213 Mukah,N.57 Tellian,4362.0,6003.0
2024-01-01,Sarawak,P.213 Mukah,N.57 Tellian,6513.0,7304.0
2019-01-01,Sarawak,P.213 Mukah,N.58 Balingian,3122.0,4068.0
2022-01-01,Sarawak,P.213 Mukah,N.58 Balingian,4645.0,5926.0
2024-01-01,Sarawak,P.213 Mukah,N.58 Balingian,5015.0,6013.0
2019-01-01,Sarawak,P.214 Selangau,N.59 Tamin,2685.0,3492.0
2022-01-01,Sarawak,P.214 Selangau,N.59 Tamin,3214.0,4292.0
2024-01-01,Sarawak,P.214 Selangau,N.59 Tamin,4171.0,4863.0
2019-01-01,Sarawak,P.214 Selangau,N.60 Kakus,4026.0,4892.0
2022-01-01,Sarawak,P.214 Selangau,N.60 Kakus,4313.0,5203.0
2024-01-01,Sarawak,P.214 Selangau,N.60 Kakus,4588.0,5618.0
2019-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,3192.0,4186.0
2022-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,3172.0,3941.0
2024-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,3131.0,3794.0
2019-01-01,Sarawak,P.215 Kapit,N.62 Katibas,2662.0,3443.0
2022-01-01,Sarawak,P.215 Kapit,N.62 Katibas,2926.0,3477.0
2024-01-01,Sarawak,P.215 Kapit,N.62 Katibas,3080.0,4157.0
2019-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,3288.0,4554.0
2022-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,3237.0,4447.0
2024-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,3312.0,4514.0
2019-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,3594.0,4452.0
2022-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,2801.0,3286.0
2024-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,2641.0,4009.0
2019-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,4169.0,4676.0
2022-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,2428.0,3480.0
2024-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,3667.0,4397.0
2019-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,3376.0,4009.0
2022-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,4019.0,4620.0
2024-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,4670.0,5504.0
2019-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,4679.0,4986.0
2022-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,5478.0,6426.0
2024-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,5713.0,7698.0
2019-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,9244.0,9727.0
2022-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,10617.0,11967.0
2024-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,10211.0,11489.0
2019-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,3704.0,4835.0
2022-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,5214.0,6404.0
2024-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,4470.0,5423.0
2019-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,6387.0,7901.0
2022-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,6913.0,8083.0
2024-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,7306.0,10228.0
2019-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,5086.0,5828.0
2022-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,4639.0,5630.0
2024-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,6150.0,7204.0
2019-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,4697.0,5836.0
2022-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,5877.0,7106.0
2024-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,5531.0,6597.0
2019-01-01,Sarawak,P.219 Miri,N.73 Piasau,6212.0,8313.0
2022-01-01,Sarawak,P.219 Miri,N.73 Piasau,7560.0,9236.0
2024-01-01,Sarawak,P.219 Miri,N.73 Piasau,8329.0,9593.0
2019-01-01,Sarawak,P.219 Miri,N.74 Pujut,6210.0,7487.0
2022-01-01,Sarawak,P.219 Miri,N.74 Pujut,6423.0,8014.0
2024-01-01,Sarawak,P.219 Miri,N.74 Pujut,6457.0,8181.0
2019-01-01,Sarawak,P.219 Miri,N.75 Senadin,6148.0,7432.0
2022-01-01,Sarawak,P.219 Miri,N.75 Senadin,6182.0,7613.0
2024-01-01,Sarawak,P.219 Miri,N.75 Senadin,6935.0,8134.0
2019-01-01,Sarawak,P.220 Baram,N.76 Marudi,3375.0,4521.0
2022-01-01,Sarawak,P.220 Baram,N.76 Marudi,4355.0,5237.0
2024-01-01,Sarawak,P.220 Baram,N.76 Marudi,4478.0,5186.0
2019-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,3194.0,4339.0
2022-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,3870.0,4694.0
2024-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,4281.0,4795.0
2019-01-01,Sarawak,P.220 Baram,N.78 Mulu,2868.0,4054.0
2022-01-01,Sarawak,P.220 Baram,N.78 Mulu,4234.0,5382.0
2024-01-01,Sarawak,P.220 Baram,N.78 Mulu,4369.0,5066.0
2019-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,4861.0,6187.0
2022-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,5080.0,6018.0
2024-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,4380.0,5519.0
2019-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,3670.0,4797.0
2022-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,3034.0,3542.0
2024-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,3304.0,4284.0
2019-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,2829.0,3299.0
2022-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,2601.0,2914.0
2024-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,2965.0,3695.0
2019-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,4257.0,5753.0
2022-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,3794.0,5462.0
2024-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,4500.0,5610.0
