date,time,origin,destination,ridership
2026-01-01,00:00,Segamat,Gua Musang,2
2026-01-01,00:00,Segamat,Jerantut,2
2026-01-01,00:00,Segamat,Kuala Krau,2
2026-01-01,00:00,Segamat,Kuala Lipis,3
2026-01-01,00:00,Segamat,Mentakab,1
2026-01-01,00:00,Segamat,Merapoh,4
2026-01-01,00:00,Segamat,Pasir Mas,5
2026-01-01,00:00,Segamat,Triang,1
2026-01-01,00:00,Segamat,Wakaf Bharu,9
2026-01-01,01:00,Gemas,Bahau,1
2026-01-01,01:00,Gemas,Dabong,18
2026-01-01,01:00,Gemas,Jerantut,1
2026-01-01,01:00,Gemas,Kuala Krau,2
2026-01-01,01:00,Gemas,Kuala Lipis,1
2026-01-01,01:00,Gemas,Merapoh,1
2026-01-01,01:00,Gemas,Pasir Mas,17
2026-01-01,01:00,Gemas,Tanah Merah,11
2026-01-01,01:00,Gemas,Tumpat,7
2026-01-01,01:00,Gemas,Wakaf Bharu,47
2026-01-01,01:00,Gua Musang,Gemas,1
2026-01-01,01:00,Gua Musang,JB Sentral,6
2026-01-01,01:00,Gua Musang,Jerantut,1
2026-01-01,01:00,Gua Musang,Kempas Baru,16
2026-01-01,01:00,Gua Musang,Kluang,6
2026-01-01,01:00,Gua Musang,Kuala Krau,1
2026-01-01,01:00,Gua Musang,Kulai,1
2026-01-01,01:00,Gua Musang,Mentakab,2
2026-01-01,01:00,Gua Musang,Segamat,12
2026-01-01,02:00,Bahau,Gua Musang,6
2026-01-01,02:00,Bahau,Pasir Mas,3
2026-01-01,02:00,Bahau,Tumpat,2
2026-01-01,02:00,Bahau,Wakaf Bharu,1
2026-01-01,03:00,Kemayan,Tumpat,2
2026-01-01,03:00,Kemayan,Wakaf Bharu,1
2026-01-01,03:00,Kuala Lipis,Bahau,1
2026-01-01,03:00,Kuala Lipis,Gemas,1
2026-01-01,03:00,Kuala Lipis,JB Sentral,6
2026-01-01,03:00,Kuala Lipis,Kempas Baru,1
2026-01-01,03:00,Kuala Lipis,Kluang,3
2026-01-01,03:00,Kuala Lipis,Kulai,1
2026-01-01,03:00,Kuala Lipis,Mentakab,2
2026-01-01,03:00,Kuala Lipis,Segamat,2
2026-01-01,03:00,Mentakab,Gua Musang,1
2026-01-01,03:00,Mentakab,Kuala Lipis,2
2026-01-01,03:00,Mentakab,Pasir Mas,6
2026-01-01,03:00,Mentakab,Tanah Merah,10
2026-01-01,03:00,Mentakab,Tumpat,4
2026-01-01,03:00,Mentakab,Wakaf Bharu,1
2026-01-01,03:00,Triang,Pasir Mas,2
2026-01-01,03:00,Triang,Tanah Merah,3
2026-01-01,03:00,Triang,Tumpat,1
2026-01-01,03:00,Triang,Wakaf Bharu,3
2026-01-01,04:00,Jerantut,JB Sentral,6
2026-01-01,04:00,Jerantut,Kempas Baru,2
2026-01-01,04:00,Jerantut,Kluang,5
2026-01-01,04:00,Jerantut,Kulai,1
2026-01-01,04:00,Jerantut,Segamat,2
2026-01-01,04:00,Kuala Krau,JB Sentral,4
2026-01-01,04:00,Kuala Krau,Kempas Baru,2
2026-01-01,04:00,Kuala Krau,Krai,5
2026-01-01,04:00,Kuala Krau,Tanah Merah,1
2026-01-01,04:00,Kuala Krau,Wakaf Bharu,3
2026-01-01,04:00,Mentakab,Gemas,3
2026-01-01,04:00,Mentakab,JB Sentral,12
2026-01-01,04:00,Mentakab,Kluang,12
2026-01-01,04:00,Mentakab,Kulai,3
2026-01-01,04:00,Mentakab,Segamat,3
2026-01-01,05:00,Jerantut,Gua Musang,1
2026-01-01,05:00,Jerantut,Krai,3
2026-01-01,05:00,Jerantut,Merapoh,1
2026-01-01,05:00,Jerantut,Pasir Mas,9
2026-01-01,05:00,Jerantut,Tanah Merah,5
2026-01-01,05:00,Jerantut,Tumpat,1
2026-01-01,05:00,Jerantut,Wakaf Bharu,16
2026-01-01,05:00,Kemayan,JB Sentral,1
2026-01-01,05:00,Krambit,Pasir Mas,1
2026-01-01,05:00,Triang,JB Sentral,11
2026-01-01,05:00,Triang,Kempas Baru,4
2026-01-01,05:00,Triang,Kulai,1
2026-01-01,06:00,Bahau,JB Sentral,14
2026-01-01,06:00,Bahau,Kluang,9
2026-01-01,06:00,Bahau,Kulai,7
2026-01-01,06:00,Kuala Lipis,Dabong,1
2026-01-01,06:00,Kuala Lipis,Krai,2
2026-01-01,06:00,Kuala Lipis,Pasir Mas,14
2026-01-01,06:00,Kuala Lipis,Wakaf Bharu,6
2026-01-01,07:00,Gemas,JB Sentral,5
2026-01-01,07:00,Gemas,Kempas Baru,3
2026-01-01,07:00,Gemas,Kluang,2
2026-01-01,07:00,Gemas,Kulai,5
2026-01-01,07:00,Gua Musang,Tanah Merah,1
2026-01-01,07:00,Gua Musang,Tumpat,1
2026-01-01,07:00,Merapoh,Wakaf Bharu,4
2026-01-01,08:00,Segamat,JB Sentral,13
2026-01-01,08:00,Segamat,Kempas Baru,4
2026-01-01,08:00,Segamat,Kluang,6
2026-01-01,08:00,Segamat,Kulai,5
2026-01-01,09:00,Dabong,Krai,3
2026-01-01,09:00,Dabong,Pasir Mas,1
2026-01-01,09:00,Dabong,Tanah Merah,2
2026-01-01,10:00,Kluang,JB Sentral,62
2026-01-01,10:00,Kluang,Kempas Baru,101
2026-01-01,10:00,Kluang,Kulai,5
2026-01-01,11:00,Krai,Pasir Mas,3
2026-01-01,11:00,Krai,Wakaf Bharu,10
2026-01-01,11:00,Kulai,JB Sentral,19
2026-01-01,01:00,Kuala Lipis,Gua Musang,3
2026-01-01,03:00,Tumpat,Bukit Panau,2
2026-01-01,03:00,Tumpat,Dabong,8
2026-01-01,03:00,Tumpat,Padang Tungku,6
2026-01-01,04:00,Gua Musang,Bertam Baru,1
2026-01-01,04:00,Gua Musang,Pasir Mas,10
2026-01-01,04:00,Gua Musang,Tumpat,14
2026-01-01,04:00,Gua Musang,Wakaf Bharu,2
2026-01-01,04:00,Kampung Sirian,Wakaf Bharu,1
2026-01-01,04:00,Pan Malayan,Pasir Mas,1
2026-01-01,04:00,Pan Malayan,To Uban,1
2026-01-01,04:00,Pasir Mas,Bukit Betong,1
2026-01-01,04:00,Pasir Mas,Dabong,3
2026-01-01,04:00,Pasir Mas,Gua Musang,8
2026-01-01,04:00,Pasir Mas,Krai,1
2026-01-01,04:00,Pasir Mas,Kuala Lipis,5
2026-01-01,04:00,Pasir Mas,Mentara Baru,1
2026-01-01,04:00,Pasir Mas,Merapoh,2
2026-01-01,04:00,Tanah Merah,Dabong,15
2026-01-01,04:00,Tanah Merah,Gua Musang,1
2026-01-01,04:00,Tanah Merah,Kuala Lipis,8
2026-01-01,04:00,Tanah Merah,Limau Kasturi,1
2026-01-01,04:00,Tanah Merah,Pahi,1
2026-01-01,04:00,Wakaf Bharu,Bertam Baru,1
2026-01-01,04:00,Wakaf Bharu,Dabong,22
2026-01-01,04:00,Wakaf Bharu,Gua Musang,3
2026-01-01,04:00,Wakaf Bharu,Jerek Baru,1
2026-01-01,04:00,Wakaf Bharu,Kuala Lipis,3
2026-01-01,05:00,Bertam Baru,Krai,1
2026-01-01,05:00,Jerek Baru,Manek Urai,1
2026-01-01,05:00,Jerek Baru,Pasir Mas,1
2026-01-01,05:00,Jerek Baru,Sungai Keladi,1
2026-01-01,05:00,Jerek Baru,Tanah Merah,1
2026-01-01,05:00,Jerek Baru,Wakaf Bharu,1
2026-01-01,05:00,Krai,Dabong,1
2026-01-01,05:00,Krai,Gua Musang,1
2026-01-01,05:00,Manek Urai,Limau Kasturi,1
2026-01-01,05:00,Sri Bintang,Wakaf Bharu,1
2026-01-01,06:00,Dabong,Krai,10
2026-01-01,06:00,Dabong,Tanah Merah,5
