date,time,origin,destination,ridership
2023-01-01,00:00,Segamat,Gua Musang,26
2023-01-01,00:00,Segamat,Krai,6
2023-01-01,00:00,Segamat,Kuala Lipis,2
2023-01-01,00:00,Segamat,Pasir Mas,6
2023-01-01,00:00,Segamat,Tanah Merah,3
2023-01-01,01:00,Gemas,Dabong,7
2023-01-01,01:00,Gemas,Gua Musang,1
2023-01-01,01:00,Gemas,Jerantut,2
2023-01-01,01:00,Gemas,Krai,1
2023-01-01,01:00,Gemas,Kuala Lipis,5
2023-01-01,01:00,Gemas,Pasir Mas,3
2023-01-01,01:00,Gemas,Tanah Merah,5
2023-01-01,01:00,Gemas,Tumpat,3
2023-01-01,01:00,Gemas,Wakaf Bharu,44
2023-01-01,01:00,Gua Musang,Bahau,6
2023-01-01,01:00,Gua Musang,Gemas,1
2023-01-01,01:00,Gua Musang,JB Sentral,6
2023-01-01,01:00,Gua Musang,Kempas Baru,24
2023-01-01,01:00,Gua Musang,Kluang,1
2023-01-01,01:00,Gua Musang,Kulai,2
2023-01-01,01:00,Gua Musang,Segamat,5
2023-01-01,01:00,Merapoh,Kempas Baru,2
2023-01-01,02:00,Bahau,Dabong,3
2023-01-01,02:00,Bahau,Pasir Mas,11
2023-01-01,02:00,Bahau,Wakaf Bharu,3
2023-01-01,02:00,Gemas,Bekok,1
2023-01-01,02:00,Gemas,JB Sentral,6
2023-01-01,02:00,Gemas,Kempas Baru,6
2023-01-01,02:00,Gemas,Kulai,1
2023-01-01,02:00,Gemas,Segamat,1
2023-01-01,02:00,Segamat,JB Sentral,3
2023-01-01,02:00,Segamat,Kluang,1
2023-01-01,02:00,Segamat,Kulai,1
2023-01-01,02:00,Segamat,Rengam,1
2023-01-01,03:00,Kemayan,Tumpat,2
2023-01-01,03:00,Kuala Lipis,Gemas,1
2023-01-01,03:00,Kuala Lipis,Gua Musang,1
2023-01-01,03:00,Kuala Lipis,JB Sentral,4
2023-01-01,03:00,Kuala Lipis,Jerantut,3
2023-01-01,03:00,Kuala Lipis,Kempas Baru,4
2023-01-01,03:00,Kuala Lipis,Kluang,3
2023-01-01,03:00,Kuala Lipis,Padang Tungku,1
2023-01-01,03:00,Kuala Lipis,Segamat,1
2023-01-01,03:00,Labis,JB Sentral,2
2023-01-01,03:00,Mentakab,Gua Musang,5
2023-01-01,03:00,Mentakab,Krai,4
2023-01-01,03:00,Mentakab,Pasir Mas,5
2023-01-01,03:00,Mentakab,Tanah Merah,2
2023-01-01,03:00,Mentakab,Tumpat,6
2023-01-01,03:00,Mentakab,Wakaf Bharu,3
2023-01-01,03:00,Triang,Dabong,2
2023-01-01,03:00,Triang,Pasir Mas,1
2023-01-01,03:00,Triang,Tanah Merah,1
2023-01-01,03:00,Triang,Tumpat,3
2023-01-01,04:00,Jerantut,Gemas,1
2023-01-01,04:00,Jerantut,JB Sentral,7
2023-01-01,04:00,Jerantut,Kempas Baru,5
2023-01-01,04:00,Jerantut,Kluang,1
2023-01-01,04:00,Jerantut,Kulai,3
2023-01-01,04:00,Jerantut,Segamat,3
